tahun,provinsi,kabupaten_kota,kecamatan,kelurahan,jenis_kelamin,jumlah
2020,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,GROGOL,Perempuan,1624
2020,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,TANJUNG DUREN UTARA,Perempuan,1851
2020,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,TOMANG,Perempuan,2843
2020,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,JELAMBAR,Perempuan,2723
2020,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,TANJUNG DUREN SELATAN,Perempuan,2809
2020,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,JELAMBAR BARU,Perempuan,3364
2020,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,WIJAYA KUSUMA,Perempuan,3173
2020,DKI Jakarta,JAKARTA BARAT,TAMAN SARI,TAMAN SARI,Perempuan,1619
2020,DKI Jakarta,JAKARTA BARAT,TAMAN SARI,KRUKUT,Perempuan,2034
2020,DKI Jakarta,JAKARTA BARAT,TAMAN SARI,MAPHAR,Perempuan,1988
2020,DKI Jakarta,JAKARTA BARAT,TAMAN SARI,TANGKI,Perempuan,1794
2020,DKI Jakarta,JAKARTA BARAT,TAMAN SARI,MANGGA BESAR,Perempuan,893
2020,DKI Jakarta,JAKARTA BARAT,TAMAN SARI,KEAGUNGAN,Perempuan,1778
2020,DKI Jakarta,JAKARTA BARAT,TAMAN SARI,GLODOK,Perempuan,984
2020,DKI Jakarta,JAKARTA BARAT,TAMAN SARI,PINANGSIA,Perempuan,1174
2020,DKI Jakarta,JAKARTA BARAT,TAMBORA,TAMBORA,Perempuan,1105
2020,DKI Jakarta,JAKARTA BARAT,TAMBORA,KALI ANYAR,Perempuan,1916
2020,DKI Jakarta,JAKARTA BARAT,TAMBORA,DURI UTARA,Perempuan,1715
2020,DKI Jakarta,JAKARTA BARAT,TAMBORA,TANAH SEREAL,Perempuan,2625
2020,DKI Jakarta,JAKARTA BARAT,TAMBORA,KRENDANG,Perempuan,1744
2020,DKI Jakarta,JAKARTA BARAT,TAMBORA,JEMBATAN BESI,Perempuan,2437
2020,DKI Jakarta,JAKARTA BARAT,TAMBORA,ANGKE,Perempuan,2640
2020,DKI Jakarta,JAKARTA BARAT,TAMBORA,JEMBATAN LIMA,Perempuan,2035
2020,DKI Jakarta,JAKARTA BARAT,TAMBORA,PEKOJAN,Perempuan,2564
2020,DKI Jakarta,JAKARTA BARAT,TAMBORA,ROA MALAKA,Perempuan,412
2020,DKI Jakarta,JAKARTA BARAT,TAMBORA,DURI SELATAN,Perempuan,1334
2020,DKI Jakarta,JAKARTA BARAT,KEBON JERUK,KEBON JERUK,Perempuan,4062
2020,DKI Jakarta,JAKARTA BARAT,KEBON JERUK,SUKABUMI UTARA,Perempuan,2884
2020,DKI Jakarta,JAKARTA BARAT,KEBON JERUK,SUKABUMI SELATAN,Perempuan,2479
2020,DKI Jakarta,JAKARTA BARAT,KEBON JERUK,KELAPA DUA,Perempuan,1697
2020,DKI Jakarta,JAKARTA BARAT,KEBON JERUK,DURI KEPA,Perempuan,4810
2020,DKI Jakarta,JAKARTA BARAT,KEBON JERUK,KEDOYA UTARA,Perempuan,3399
2020,DKI Jakarta,JAKARTA BARAT,KEBON JERUK,KEDOYA SELATAN,Perempuan,2276
2020,DKI Jakarta,JAKARTA BARAT,KALI DERES,KALIDERES,Perempuan,5048
2020,DKI Jakarta,JAKARTA BARAT,KALI DERES,SEMANAN,Perempuan,4851
2020,DKI Jakarta,JAKARTA BARAT,KALI DERES,TEGAL ALUR,Perempuan,5986
2020,DKI Jakarta,JAKARTA BARAT,KALI DERES,KAMAL,Perempuan,3516
2020,DKI Jakarta,JAKARTA BARAT,KALI DERES,PEGADUNGAN,Perempuan,5387
2020,DKI Jakarta,JAKARTA BARAT,PAL MERAH,PALMERAH,Perempuan,4950
2020,DKI Jakarta,JAKARTA BARAT,PAL MERAH,SLIPI,Perempuan,1427
2020,DKI Jakarta,JAKARTA BARAT,PAL MERAH,KOTA BAMBU UTARA,Perempuan,2036
2020,DKI Jakarta,JAKARTA BARAT,PAL MERAH,JATIPULO,Perempuan,2427
2020,DKI Jakarta,JAKARTA BARAT,PAL MERAH,KEMANGGISAN,Perempuan,2617
2020,DKI Jakarta,JAKARTA BARAT,PAL MERAH,KOTA BAMBU SELATAN,Perempuan,1779
2020,DKI Jakarta,JAKARTA BARAT,KEMBANGAN,KEMBANGAN UTARA,Perempuan,3681
2020,DKI Jakarta,JAKARTA BARAT,KEMBANGAN,MERUYA UTARA,Perempuan,3179
2020,DKI Jakarta,JAKARTA BARAT,KEMBANGAN,MERUYA SELATAN,Perempuan,2094
2020,DKI Jakarta,JAKARTA BARAT,KEMBANGAN,SRENGSENG,Perempuan,3250
2020,DKI Jakarta,JAKARTA BARAT,KEMBANGAN,JOGLO,Perempuan,2751
2020,DKI Jakarta,JAKARTA BARAT,KEMBANGAN,KEMBANGAN SELATAN,Perempuan,1776
2020,DKI Jakarta,JAKARTA SELATAN,TEBET,TEBET TIMUR,Perempuan,1755
2020,DKI Jakarta,JAKARTA SELATAN,TEBET,TEBET BARAT,Perempuan,2117
2020,DKI Jakarta,JAKARTA SELATAN,TEBET,MENTENG DALAM,Perempuan,3389
2020,DKI Jakarta,JAKARTA SELATAN,TEBET,KEBON BARU,Perempuan,3151
2020,DKI Jakarta,JAKARTA SELATAN,TEBET,BUKIT DURI,Perempuan,3335
2020,DKI Jakarta,JAKARTA SELATAN,TEBET,MANGGARAI SELATAN,Perempuan,2263
2020,DKI Jakarta,JAKARTA SELATAN,TEBET,MANGGARAI,Perempuan,2795
2020,DKI Jakarta,JAKARTA SELATAN,SETIA BUDI,SETIA BUDI,Perempuan,360
2020,DKI Jakarta,JAKARTA SELATAN,SETIA BUDI,KARET SEMANGGI,Perempuan,323
2020,DKI Jakarta,JAKARTA SELATAN,SETIA BUDI,KARET KUNINGAN,Perempuan,1580
2020,DKI Jakarta,JAKARTA SELATAN,SETIA BUDI,KARET,Perempuan,1061
2020,DKI Jakarta,JAKARTA SELATAN,SETIA BUDI,MENTENG ATAS,Perempuan,2859
2020,DKI Jakarta,JAKARTA SELATAN,SETIA BUDI,PASAR MANGGIS,Perempuan,2553
2020,DKI Jakarta,JAKARTA SELATAN,SETIA BUDI,GUNTUR,Perempuan,456
2020,DKI Jakarta,JAKARTA SELATAN,SETIA BUDI,KUNINGAN TIMUR,Perempuan,584
2020,DKI Jakarta,JAKARTA SELATAN,MAMPANG PRAPATAN,MAMPANG PRAPATAN,Perempuan,1502
2020,DKI Jakarta,JAKARTA SELATAN,MAMPANG PRAPATAN,BANGKA,Perempuan,1959
2020,DKI Jakarta,JAKARTA SELATAN,MAMPANG PRAPATAN,PELA MAMPANG,Perempuan,3751
2020,DKI Jakarta,JAKARTA SELATAN,MAMPANG PRAPATAN,TEGAL PARANG,Perempuan,2679
2020,DKI Jakarta,JAKARTA SELATAN,MAMPANG PRAPATAN,KUNINGAN BARAT,Perempuan,1096
2020,DKI Jakarta,JAKARTA SELATAN,PASAR MINGGU,PASAR MINGGU,Perempuan,2163
2020,DKI Jakarta,JAKARTA SELATAN,PASAR MINGGU,JATI PADANG,Perempuan,3096
2020,DKI Jakarta,JAKARTA SELATAN,PASAR MINGGU,CILANDAK TIMUR,Perempuan,1872
2020,DKI Jakarta,JAKARTA SELATAN,PASAR MINGGU,RAGUNAN,Perempuan,3300
2020,DKI Jakarta,JAKARTA SELATAN,PASAR MINGGU,PEJATEN TIMUR,Perempuan,4553
2020,DKI Jakarta,JAKARTA SELATAN,PASAR MINGGU,PEJATEN BARAT,Perempuan,3072
2020,DKI Jakarta,JAKARTA SELATAN,PASAR MINGGU,KEBAGUSAN,Perempuan,3336
2020,DKI Jakarta,JAKARTA SELATAN,KEBAYORAN LAMA,KEBAYORAN LAMA UTARA,Perempuan,3428
2020,DKI Jakarta,JAKARTA SELATAN,KEBAYORAN LAMA,PONDOK PINANG,Perempuan,4522
2020,DKI Jakarta,JAKARTA SELATAN,KEBAYORAN LAMA,CIPULIR,Perempuan,3148
2020,DKI Jakarta,JAKARTA SELATAN,KEBAYORAN LAMA,GROGOL UTARA,Perempuan,3581
2020,DKI Jakarta,JAKARTA SELATAN,KEBAYORAN LAMA,GROGOL SELATAN,Perempuan,3569
2020,DKI Jakarta,JAKARTA SELATAN,KEBAYORAN LAMA,KEBAYORAN LAMA SELATAN,Perempuan,3370
2020,DKI Jakarta,JAKARTA SELATAN,CILANDAK,CILANDAK BARAT,Perempuan,4447
2020,DKI Jakarta,JAKARTA SELATAN,CILANDAK,LEBAK BULUS,Perempuan,2766
2020,DKI Jakarta,JAKARTA SELATAN,CILANDAK,PONDOK LABU,Perempuan,3420
2020,DKI Jakarta,JAKARTA SELATAN,CILANDAK,GANDARIA SELATAN,Perempuan,1912
2020,DKI Jakarta,JAKARTA SELATAN,CILANDAK,CIPETE SELATAN,Perempuan,2459
2020,DKI Jakarta,JAKARTA SELATAN,KEBAYORAN BARU,MELAWAI,Perempuan,299
2020,DKI Jakarta,JAKARTA SELATAN,KEBAYORAN BARU,GUNUNG,Perempuan,844
2020,DKI Jakarta,JAKARTA SELATAN,KEBAYORAN BARU,KRAMAT PELA,Perempuan,1303
2020,DKI Jakarta,JAKARTA SELATAN,KEBAYORAN BARU,SELONG,Perempuan,321
2020,DKI Jakarta,JAKARTA SELATAN,KEBAYORAN BARU,RAWA BARAT,Perempuan,584
2020,DKI Jakarta,JAKARTA SELATAN,KEBAYORAN BARU,SENAYAN,Perempuan,321
2020,DKI Jakarta,JAKARTA SELATAN,KEBAYORAN BARU,PULO,Perempuan,612
2020,DKI Jakarta,JAKARTA SELATAN,KEBAYORAN BARU,PETOGOGAN,Perempuan,1010
2020,DKI Jakarta,JAKARTA SELATAN,KEBAYORAN BARU,GANDARIA UTARA,Perempuan,3559
2020,DKI Jakarta,JAKARTA SELATAN,KEBAYORAN BARU,CIPETE UTARA,Perempuan,2869
2020,DKI Jakarta,JAKARTA SELATAN,PANCORAN,PANCORAN,Perempuan,1577
2020,DKI Jakarta,JAKARTA SELATAN,PANCORAN,KALIBATA,Perempuan,3407
2020,DKI Jakarta,JAKARTA SELATAN,PANCORAN,RAWAJATI,Perempuan,2053
2020,DKI Jakarta,JAKARTA SELATAN,PANCORAN,DUREN TIGA,Perempuan,2420
2020,DKI Jakarta,JAKARTA SELATAN,PANCORAN,PENGADEGAN,Perempuan,1840
2020,DKI Jakarta,JAKARTA SELATAN,PANCORAN,CIKOKO,Perempuan,927
2020,DKI Jakarta,JAKARTA SELATAN,JAGAKARSA,JAGAKARSA,Perempuan,4431
2020,DKI Jakarta,JAKARTA SELATAN,JAGAKARSA,SRENGSENG SAWAH,Perempuan,4122
2020,DKI Jakarta,JAKARTA SELATAN,JAGAKARSA,CIGANJUR,Perempuan,2650
2020,DKI Jakarta,JAKARTA SELATAN,JAGAKARSA,LENTENG AGUNG,Perempuan,4161
2020,DKI Jakarta,JAKARTA SELATAN,JAGAKARSA,TANJUNG BARAT,Perempuan,2814
2020,DKI Jakarta,JAKARTA SELATAN,JAGAKARSA,CIPEDAK,Perempuan,2599
2020,DKI Jakarta,JAKARTA SELATAN,PESANGGRAHAN,PESANGGRAHAN,Perempuan,2037
2020,DKI Jakarta,JAKARTA SELATAN,PESANGGRAHAN,BINTARO,Perempuan,4023
2020,DKI Jakarta,JAKARTA SELATAN,PESANGGRAHAN,PETUKANGAN UTARA,Perempuan,4062
2020,DKI Jakarta,JAKARTA SELATAN,PESANGGRAHAN,PETUKANGAN SELATAN,Perempuan,2872
2020,DKI Jakarta,JAKARTA SELATAN,PESANGGRAHAN,ULUJAMI,Perempuan,2842
2020,DKI Jakarta,JAKARTA TIMUR,MATRAMAN,PISANGAN BARU,Perempuan,3188
2020,DKI Jakarta,JAKARTA TIMUR,MATRAMAN,UTAN KAYU UTARA,Perempuan,2709
2020,DKI Jakarta,JAKARTA TIMUR,MATRAMAN,KAYU MANIS,Perempuan,2640
2020,DKI Jakarta,JAKARTA TIMUR,MATRAMAN,PALMERIAM,Perempuan,2102
2020,DKI Jakarta,JAKARTA TIMUR,MATRAMAN,KEBON MANGGIS,Perempuan,1741
2020,DKI Jakarta,JAKARTA TIMUR,MATRAMAN,UTAN KAYU SELATAN,Perempuan,2894
2020,DKI Jakarta,JAKARTA TIMUR,PULO GADUNG,PULO GADUNG,Perempuan,3106
2020,DKI Jakarta,JAKARTA TIMUR,PULO GADUNG,PISANGAN TIMUR,Perempuan,3589
2020,DKI Jakarta,JAKARTA TIMUR,PULO GADUNG,CIPINANG,Perempuan,3690
2020,DKI Jakarta,JAKARTA TIMUR,PULO GADUNG,JATINEGARA KAUM,Perempuan,1966
2020,DKI Jakarta,JAKARTA TIMUR,PULO GADUNG,RAWAMANGUN,Perempuan,3625
2020,DKI Jakarta,JAKARTA TIMUR,PULO GADUNG,KAYU PUTIH,Perempuan,4212
2020,DKI Jakarta,JAKARTA TIMUR,PULO GADUNG,JATI,Perempuan,2881
2020,DKI Jakarta,JAKARTA TIMUR,JATINEGARA,KAMPUNG MELAYU,Perempuan,2304
2020,DKI Jakarta,JAKARTA TIMUR,JATINEGARA,BIDARA CINA,Perempuan,3978
2020,DKI Jakarta,JAKARTA TIMUR,JATINEGARA,BALI MESTER,Perempuan,1155
2020,DKI Jakarta,JAKARTA TIMUR,JATINEGARA,RAWA BUNGA,Perempuan,2183
2020,DKI Jakarta,JAKARTA TIMUR,JATINEGARA,CIPINANG CEMPEDAK,Perempuan,3308
2020,DKI Jakarta,JAKARTA TIMUR,JATINEGARA,CIPINANG MUARA,Perempuan,4481
2020,DKI Jakarta,JAKARTA TIMUR,JATINEGARA,CIPINANG BESAR SELATAN,Perempuan,2845
2020,DKI Jakarta,JAKARTA TIMUR,JATINEGARA,CIPINANG BESAR UTARA,Perempuan,4030
2020,DKI Jakarta,JAKARTA TIMUR,KRAMATJATI,KRAMATJATI,Perempuan,2973
2020,DKI Jakarta,JAKARTA TIMUR,KRAMATJATI,TENGAH,Perempuan,3508
2020,DKI Jakarta,JAKARTA TIMUR,KRAMATJATI,DUKUH,Perempuan,1878
2020,DKI Jakarta,JAKARTA TIMUR,KRAMATJATI,BATU AMPAR,Perempuan,3732
2020,DKI Jakarta,JAKARTA TIMUR,KRAMATJATI,BALEKAMBANG,Perempuan,2234
2020,DKI Jakarta,JAKARTA TIMUR,KRAMATJATI,CILILITAN,Perempuan,3892
2020,DKI Jakarta,JAKARTA TIMUR,KRAMATJATI,CAWANG,Perempuan,3064
2020,DKI Jakarta,JAKARTA TIMUR,PASAR REBO,GEDONG,Perempuan,2750
2020,DKI Jakarta,JAKARTA TIMUR,PASAR REBO,BARU,Perempuan,1182
2020,DKI Jakarta,JAKARTA TIMUR,PASAR REBO,CIJANTUNG,Perempuan,2838
2020,DKI Jakarta,JAKARTA TIMUR,PASAR REBO,KALISARI,Perempuan,2688
2020,DKI Jakarta,JAKARTA TIMUR,PASAR REBO,PEKAYON,Perempuan,2815
2020,DKI Jakarta,JAKARTA TIMUR,CAKUNG,JATINEGARA,Perempuan,6348
2020,DKI Jakarta,JAKARTA TIMUR,CAKUNG,RAWA TERATE,Perempuan,1983
2020,DKI Jakarta,JAKARTA TIMUR,CAKUNG,PENGGILINGAN,Perempuan,7068
2020,DKI Jakarta,JAKARTA TIMUR,CAKUNG,CAKUNG TIMUR,Perempuan,3973
2020,DKI Jakarta,JAKARTA TIMUR,CAKUNG,PULO GEBANG,Perempuan,7133
2020,DKI Jakarta,JAKARTA TIMUR,CAKUNG,UJUNG MENTENG,Perempuan,2102
2020,DKI Jakarta,JAKARTA TIMUR,CAKUNG,CAKUNG BARAT,Perempuan,4293
2020,DKI Jakarta,JAKARTA TIMUR,DUREN SAWIT,DUREN SAWIT,Perempuan,4418
2020,DKI Jakarta,JAKARTA TIMUR,DUREN SAWIT,PONDOK BAMBU,Perempuan,4609
2020,DKI Jakarta,JAKARTA TIMUR,DUREN SAWIT,KLENDER,Perempuan,5620
2020,DKI Jakarta,JAKARTA TIMUR,DUREN SAWIT,PONDOK KELAPA,Perempuan,4937
2020,DKI Jakarta,JAKARTA TIMUR,DUREN SAWIT,MALAKA SARI,Perempuan,2419
2020,DKI Jakarta,JAKARTA TIMUR,DUREN SAWIT,MALAKA JAYA,Perempuan,2826
2020,DKI Jakarta,JAKARTA TIMUR,DUREN SAWIT,PONDOK KOPI,Perempuan,2622
2020,DKI Jakarta,JAKARTA TIMUR,MAKASAR,MAKASAR,Perempuan,2575
2020,DKI Jakarta,JAKARTA TIMUR,MAKASAR,PINANGRANTI,Perempuan,2163
2020,DKI Jakarta,JAKARTA TIMUR,MAKASAR,KEBON PALA,Perempuan,3707
2020,DKI Jakarta,JAKARTA TIMUR,MAKASAR,HALIM PERDANA KUSUMAH,Perempuan,1064
2020,DKI Jakarta,JAKARTA TIMUR,MAKASAR,CIPINANG MELAYU,Perempuan,3360
2020,DKI Jakarta,JAKARTA TIMUR,CIRACAS,CIRACAS,Perempuan,4872
2020,DKI Jakarta,JAKARTA TIMUR,CIRACAS,CIBUBUR,Perempuan,4718
2020,DKI Jakarta,JAKARTA TIMUR,CIRACAS,KELAPA DUA WETAN,Perempuan,3630
2020,DKI Jakarta,JAKARTA TIMUR,CIRACAS,SUSUKAN,Perempuan,2892
2020,DKI Jakarta,JAKARTA TIMUR,CIRACAS,RAMBUTAN,Perempuan,2712
2020,DKI Jakarta,JAKARTA TIMUR,CIPAYUNG,CIPAYUNG,Perempuan,1666
2020,DKI Jakarta,JAKARTA TIMUR,CIPAYUNG,CILANGKAP,Perempuan,1652
2020,DKI Jakarta,JAKARTA TIMUR,CIPAYUNG,PONDOK RANGGON,Perempuan,1531
2020,DKI Jakarta,JAKARTA TIMUR,CIPAYUNG,MUNJUL,Perempuan,1632
2020,DKI Jakarta,JAKARTA TIMUR,CIPAYUNG,SETU,Perempuan,1333
2020,DKI Jakarta,JAKARTA TIMUR,CIPAYUNG,BAMBU APUS,Perempuan,1844
2020,DKI Jakarta,JAKARTA TIMUR,CIPAYUNG,LUBANG BUAYA,Perempuan,4236
2020,DKI Jakarta,JAKARTA TIMUR,CIPAYUNG,CEGER,Perempuan,1395
